class,PAAC14,PAAC1,PAAC8,PAAC20,PAAC11,PAAC2,PAAC10,PAAC28,PAAC3,PAAC19,PAAC7,PAAC5
1.0,0.752,1.4609999999999999,0.877,1.19,1.524,1.2109999999999999,1.0859999999999999,1.795,1.002,0.814,0.501,0.23
1.0,1.3869999999999998,0.764,0.736,1.331,2.35,0.595,1.755,1.816,1.189,1.133,0.595,0.368
1.0,0.784,0.949,0.619,1.485,1.856,0.9900000000000002,0.907,1.766,0.701,0.866,0.495,0.371
1.0,1.08,1.458,1.35,0.594,1.2420000000000002,0.81,0.43200000000000005,1.584,1.188,0.324,1.188,0.324
0.0,0.936,1.787,0.596,1.107,2.128,0.936,0.936,1.646,0.596,0.7659999999999999,1.277,0.34
1.0,0.647,1.085,0.918,1.085,1.774,1.273,1.3359999999999999,1.76,0.73,0.376,0.897,0.125
1.0,0.872,1.2460000000000002,1.184,1.226,2.036,0.914,0.623,1.7819999999999998,0.8519999999999999,0.665,0.976,0.29100000000000004
1.0,0.69,0.887,0.985,0.493,1.675,0.887,0.985,1.805,1.084,0.887,0.591,1.4780000000000002
1.0,0.665,1.4909999999999999,0.75,1.094,2.623,1.025,0.91,1.745,0.849,0.52,1.2309999999999999,0.367
1.0,0.769,1.4980000000000002,0.759,1.002,2.652,1.144,0.9920000000000002,1.774,0.6579999999999999,0.425,0.708,0.172
1.0,0.742,1.13,0.807,1.259,2.51,0.8479999999999999,1.122,1.715,0.807,0.5329999999999999,1.13,0.315
1.0,1.039,0.228,0.451,0.732,1.628,0.509,1.915,1.709,4.338,1.416,0.403,0.196
1.0,1.146,0.917,0.47,1.146,2.785,0.7219999999999999,1.306,1.734,0.871,0.71,0.6759999999999999,0.401
1.0,0.863,0.634,0.6990000000000001,1.027,2.863,0.7759999999999999,1.421,1.768,1.027,0.667,0.492,0.208
1.0,0.79,1.3219999999999998,0.74,1.247,2.745,0.965,0.79,1.757,0.599,0.5489999999999999,0.915,0.333
0.0,0.724,1.476,0.81,1.245,2.026,0.897,0.9840000000000002,1.7169999999999999,0.955,0.6659999999999999,0.839,0.174
0.0,0.173,1.803,0.94,0.8059999999999999,2.282,1.285,0.364,1.889,0.691,0.268,2.148,0.211
1.0,1.331,1.331,1.183,1.405,2.293,0.814,0.961,1.659,0.74,0.37,0.74,0.29600000000000004
1.0,0.748,1.604,0.775,1.042,1.817,0.829,0.855,1.892,1.149,0.909,0.802,0.214
1.0,0.724,1.055,1.025,1.568,1.99,0.8740000000000001,0.724,1.726,0.905,0.573,0.905,0.241
1.0,0.807,1.04,1.295,1.486,1.338,1.083,1.019,1.734,0.977,0.871,0.7859999999999999,0.297
1.0,0.6709999999999999,2.145,1.548,1.324,1.287,1.455,0.504,1.708,0.541,0.7269999999999999,0.504,0.187
1.0,0.782,1.885,1.2229999999999999,1.384,1.665,1.183,0.862,1.69,0.882,0.842,0.501,0.261
1.0,0.283,1.6030000000000002,0.9900000000000002,0.754,2.593,1.249,0.401,1.848,0.259,0.283,1.6269999999999998,0.071
1.0,0.37200000000000005,1.459,0.458,0.973,2.117,0.973,0.7440000000000001,1.725,0.8009999999999999,0.172,1.001,0.114
1.0,0.657,1.463,1.2,1.313,1.463,1.426,0.769,1.779,0.563,0.975,0.713,0.206
1.0,0.5720000000000001,0.96,1.225,1.144,2.022,1.1230000000000002,1.43,1.71,1.2460000000000002,0.49,0.837,0.531
0.0,1.7009999999999998,1.5919999999999999,1.646,1.262,4.171,0.768,0.878,1.844,0.32899999999999996,0.439,0.659,0.22
1.0,0.942,1.14,0.942,1.239,1.686,0.7440000000000001,1.4869999999999999,1.812,1.19,0.645,0.248,0.545
1.0,0.767,2.436,1.105,1.376,1.827,1.2400000000000002,0.88,1.81,0.631,0.88,0.383,0.271
1.0,0.747,3.337,1.495,1.415,2.216,1.5219999999999998,0.32,1.776,0.294,0.481,0.34700000000000003,0.267
1.0,0.772,1.309,1.578,1.041,1.444,0.873,0.504,1.694,1.3430000000000002,0.369,1.1079999999999999,0.034
1.0,0.487,1.92,1.167,1.44,2.319,1.1150000000000002,0.827,1.756,0.628,0.473,0.665,0.303
1.0,0.976,1.41,0.569,1.247,2.928,1.085,0.868,1.805,0.597,0.895,1.112,0.353
1.0,0.919,0.89,0.574,1.464,2.067,0.861,1.694,1.729,1.235,1.177,0.603,0.402
1.0,1.544,0.5429999999999999,0.515,1.286,2.201,0.629,1.915,1.751,1.286,1.0859999999999999,0.5720000000000001,0.343
1.0,1.001,1.716,1.049,0.667,1.049,0.8109999999999999,0.906,1.821,1.287,0.477,0.858,0.0
1.0,0.695,1.02,1.043,1.275,2.457,0.927,1.02,1.767,0.95,0.626,0.765,0.325
0.0,0.495,1.514,1.135,0.902,2.154,1.368,0.64,1.766,0.233,0.43700000000000006,1.164,0.757
1.0,0.753,0.885,0.819,1.173,2.7230000000000003,0.974,1.04,1.801,0.885,0.797,0.708,0.443
1.0,1.154,1.111,0.855,1.71,1.924,1.325,1.197,1.694,0.983,0.769,0.556,0.556
1.0,0.782,1.012,0.598,0.8740000000000001,1.84,0.644,1.334,1.796,1.058,0.69,0.966,0.092
1.0,1.064,1.7919999999999998,1.12,1.904,2.24,0.672,1.5119999999999998,1.764,1.008,0.8399999999999999,0.448,0.28
1.0,1.089,1.96,1.416,2.396,2.07,0.762,1.96,1.7369999999999999,0.545,0.545,0.218,0.545
1.0,0.366,1.5219999999999998,1.043,1.2400000000000002,1.973,1.438,0.818,1.806,0.451,0.254,0.677,0.366
1.0,0.6609999999999999,1.299,1.079,0.928,2.203,1.009,0.9970000000000002,1.783,0.8469999999999999,0.649,0.905,0.359
1.0,0.5920000000000001,2.121,1.6769999999999998,1.2329999999999999,1.776,0.74,1.529,1.791,0.5429999999999999,0.395,0.6409999999999999,0.247
1.0,0.6459999999999999,1.166,1.517,1.348,1.7409999999999999,0.899,0.927,1.7280000000000002,1.067,0.7440000000000001,0.5760000000000001,0.253
1.0,0.34,0.6809999999999999,0.8509999999999999,1.1909999999999998,2.212,0.6809999999999999,2.382,1.7380000000000002,1.1909999999999998,0.17,1.021,0.17
0.0,0.32899999999999996,0.821,0.37,0.945,2.177,0.657,1.027,1.828,1.273,0.247,0.904,0.0
1.0,0.6629999999999999,1.561,1.001,1.296,2.076,1.163,0.986,1.769,0.883,0.456,1.104,0.339
1.0,1.372,1.055,0.95,1.372,1.055,0.528,2.005,1.655,0.7390000000000001,0.95,0.422,0.317
1.0,0.5479999999999999,1.149,0.601,0.7829999999999999,1.906,1.1230000000000002,0.757,1.758,0.862,0.418,1.045,0.052
1.0,0.407,1.396,0.756,1.018,2.065,1.222,0.96,1.825,0.465,0.29100000000000004,1.483,0.203
1.0,0.345,1.766,0.56,1.206,1.939,1.077,0.6890000000000001,1.699,0.302,0.172,1.68,0.129
1.0,0.259,1.037,1.037,1.037,2.592,0.259,0.259,1.218,0.518,0.259,0.259,1.296
1.0,0.943,1.505,1.746,1.485,2.168,0.743,1.525,1.803,0.743,0.682,0.502,0.401
1.0,0.974,0.974,0.974,0.974,0.974,0.649,1.299,1.901,1.299,0.649,0.0,0.649
1.0,0.754,0.942,1.319,1.507,0.754,1.884,0.377,1.66,0.565,0.188,0.377,0.754
1.0,0.6559999999999999,1.723,1.395,1.4769999999999999,1.887,1.0659999999999998,0.985,1.703,0.738,0.451,0.41,0.205
0.0,1.079,1.187,0.971,1.187,3.0210000000000004,1.187,0.755,1.561,0.43200000000000005,0.324,1.295,1.079
1.0,0.925,0.939,1.04,1.113,2.139,1.026,0.954,1.818,0.78,0.491,0.983,0.419
1.0,0.815,1.5619999999999998,1.358,1.766,1.698,0.951,0.5429999999999999,1.68,0.272,0.611,0.475,0.408
1.0,0.281,1.708,1.306,1.145,1.788,1.165,0.944,1.692,0.764,0.322,0.8640000000000001,0.1
1.0,0.937,0.937,1.359,1.031,2.016,0.797,0.9840000000000002,1.733,0.609,0.422,1.078,0.32799999999999996
1.0,0.779,0.701,1.2460000000000002,1.48,1.635,0.779,1.402,1.73,0.779,0.234,0.857,0.156
1.0,1.238,0.9900000000000002,2.393,1.65,1.65,0.578,1.485,1.626,0.8249999999999998,0.248,0.578,0.083
1.0,1.141,0.856,0.9980000000000002,1.284,2.353,0.713,0.9980000000000002,1.5919999999999999,0.784,0.35700000000000004,0.856,0.0
1.0,0.9950000000000002,1.462,1.617,1.073,1.4,1.042,0.886,1.757,0.715,0.56,0.358,0.311
1.0,0.8519999999999999,2.051,1.646,1.271,1.43,1.329,0.607,1.825,0.477,0.448,0.274,0.404
1.0,0.876,1.192,1.411,1.411,1.824,0.9970000000000002,0.973,1.802,0.633,0.827,0.535,0.584
0.0,0.222,0.964,0.741,0.89,2.373,1.409,1.335,1.844,0.741,0.07400000000000001,1.26,0.297
1.0,1.184,1.235,0.823,1.518,2.084,1.081,1.029,1.821,0.669,0.643,0.746,0.334
1.0,0.489,1.4169999999999998,0.6679999999999999,1.27,2.036,0.88,1.091,1.585,0.586,0.472,0.977,0.342
1.0,0.86,0.737,1.555,1.473,2.702,1.31,0.573,1.73,0.368,0.45,0.819,0.205
1.0,1.063,0.945,1.102,1.653,1.26,1.102,1.26,1.693,0.905,0.748,0.551,0.039
1.0,1.153,2.613,1.845,1.922,2.998,0.999,1.0759999999999998,1.786,0.5379999999999999,0.307,0.6920000000000001,0.307
1.0,0.708,0.708,1.011,1.314,1.718,1.011,1.617,1.786,0.91,0.404,0.809,0.404
1.0,0.8009999999999999,0.784,1.132,1.063,1.881,1.4980000000000002,0.557,1.817,0.488,0.314,0.7140000000000001,0.279
1.0,1.416,1.888,0.877,1.416,1.618,1.146,1.146,1.7719999999999998,1.146,0.809,0.607,0.0
1.0,1.081,1.158,1.235,1.544,1.3119999999999998,1.3119999999999998,0.695,1.765,0.463,0.618,0.54,0.232
1.0,0.91,1.78,1.266,1.977,2.096,0.8499999999999999,1.088,1.75,0.8109999999999999,0.455,0.435,0.435
0.0,1.044,1.895,2.011,1.702,1.972,1.006,1.818,1.704,0.619,0.503,0.464,0.309
1.0,0.32799999999999996,1.445,0.504,0.941,2.343,1.073,0.679,1.817,0.635,0.241,1.949,0.153
1.0,0.985,1.149,1.395,0.985,1.641,0.903,0.7390000000000001,1.744,1.149,0.657,0.985,0.32799999999999996
1.0,0.8249999999999998,0.8249999999999998,1.05,1.575,1.125,1.425,1.2,1.722,0.375,0.525,0.75,0.3
1.0,0.376,1.046,0.962,0.795,1.882,0.962,0.92,1.736,0.669,0.376,0.962,0.335
1.0,0.827,1.604,2.09,2.188,1.07,0.632,0.34,1.7280000000000002,0.827,0.583,0.194,0.34
1.0,1.0659999999999998,0.889,1.333,1.511,1.689,0.8,0.444,1.878,0.8,0.5329999999999999,0.8,0.5329999999999999
1.0,0.7249999999999999,0.907,0.669,1.116,2.05,0.767,1.464,1.768,1.158,0.614,0.837,0.349
1.0,0.52,1.145,1.3319999999999999,1.541,1.77,0.958,0.7490000000000001,1.732,0.5,0.416,1.166,0.146
1.0,0.941,1.376,0.905,1.0859999999999999,1.629,0.8690000000000001,0.905,1.85,0.8690000000000001,0.615,0.326,0.652
1.0,0.7269999999999999,1.03,1.1210000000000002,1.272,1.575,1.03,0.999,1.617,0.909,0.7269999999999999,0.6659999999999999,0.424
0.0,1.4569999999999999,1.184,1.047,1.685,2.3680000000000003,0.683,1.229,1.658,0.911,0.637,0.728,0.364
1.0,0.575,1.483,1.503,1.38,1.58,1.057,0.96,1.745,0.636,0.457,0.441,0.292
1.0,0.625,0.972,1.042,1.296,1.991,1.088,1.088,1.802,0.81,0.463,0.926,0.301
1.0,0.558,1.331,1.288,1.202,1.847,0.945,0.945,1.82,0.515,0.773,0.687,0.343
1.0,0.44,1.275,1.924,1.854,1.924,1.136,0.556,1.784,0.44,0.255,0.44,0.44
1.0,0.672,1.829,1.3430000000000002,1.679,2.015,1.045,0.373,1.68,0.522,0.485,1.269,0.261
1.0,0.6409999999999999,1.015,1.041,0.748,1.308,1.2009999999999998,1.095,1.764,0.5870000000000001,0.667,0.507,0.427
1.0,0.621,0.621,1.19,1.035,1.785,1.19,1.112,1.822,0.8279999999999998,0.492,0.647,0.388
1.0,0.7809999999999999,1.216,1.37,1.4980000000000002,1.652,1.163,0.924,1.77,0.584,0.552,0.494,0.34
1.0,1.09,1.771,1.09,1.703,2.589,0.954,0.613,1.649,0.409,0.6809999999999999,0.6809999999999999,0.272
1.0,1.575,1.3619999999999999,1.3619999999999999,1.661,2.98,0.511,1.661,1.699,0.9790000000000002,0.937,0.426,0.213
0.0,0.6409999999999999,2.242,1.068,1.388,1.815,0.8540000000000001,0.961,1.675,0.8540000000000001,0.534,0.6409999999999999,0.427
1.0,0.534,1.1909999999999998,0.822,0.698,1.808,0.657,1.068,1.744,1.232,0.534,0.657,0.0
1.0,1.392,1.972,1.392,0.986,1.5659999999999998,1.044,1.16,1.746,0.58,0.87,0.29,0.29
1.0,1.2209999999999999,3.2310000000000003,0.6459999999999999,2.657,3.159,0.574,0.79,1.664,0.359,0.79,1.149,0.144
1.0,0.505,1.009,1.766,1.161,1.615,1.514,0.858,1.734,0.858,0.151,0.757,0.151
1.0,0.886,1.418,1.683,0.975,1.861,1.004,1.2400000000000002,1.786,0.945,0.502,0.561,0.266
1.0,0.471,1.595,1.305,1.45,2.211,0.7249999999999999,0.6890000000000001,1.81,1.16,0.145,1.486,0.471
1.0,0.875,1.333,0.958,1.666,1.666,0.999,0.875,1.739,0.916,0.625,0.541,0.16699999999999998
1.0,1.19,0.6940000000000001,0.972,0.9920000000000002,1.4869999999999999,0.7140000000000001,1.309,1.734,1.269,0.892,0.7140000000000001,0.0
1.0,0.365,1.035,0.731,1.523,1.523,1.34,1.462,1.878,0.853,0.183,1.523,0.122
1.0,0.645,1.219,1.04,1.183,1.829,1.327,0.6809999999999999,1.651,0.574,0.6809999999999999,0.574,0.394
0.0,0.8329999999999999,1.548,1.65,1.021,1.361,0.8329999999999999,0.799,1.632,1.293,0.391,1.412,0.085
1.0,0.521,1.331,0.637,0.81,1.621,1.563,1.042,1.74,0.753,0.405,1.331,0.405
1.0,0.636,1.13,0.706,1.271,2.119,1.2009999999999998,0.918,1.835,0.777,0.071,1.554,0.071
1.0,1.095,0.955,0.909,1.631,1.794,0.816,0.792,1.7369999999999999,0.652,0.652,0.769,0.07
1.0,1.229,1.3619999999999999,0.93,1.262,2.259,0.764,1.129,1.865,0.664,0.565,0.631,0.232
1.0,0.501,1.703,1.754,1.253,1.3530000000000002,0.701,0.551,1.569,1.052,0.601,1.553,0.35100000000000003
1.0,0.886,1.263,1.031,1.408,2.105,1.016,0.8279999999999998,1.708,0.682,0.392,0.639,0.363
1.0,0.344,1.148,0.976,1.263,2.181,1.205,1.033,1.7169999999999999,0.746,0.344,1.148,0.115
1.0,0.731,1.595,0.731,1.196,1.927,1.263,1.529,1.795,0.8640000000000001,0.133,1.396,0.066
1.0,1.039,1.981,1.7209999999999999,1.055,1.608,0.568,0.552,1.6769999999999998,0.568,0.325,1.137,0.244
1.0,0.556,1.112,1.181,1.389,1.389,1.042,1.042,1.745,0.278,0.278,1.042,0.139
0.0,1.175,0.588,0.7020000000000001,1.175,2.089,0.718,1.453,1.794,1.077,0.669,0.7340000000000001,0.278
0.0,0.496,1.205,0.921,0.496,2.126,1.559,1.063,1.916,1.063,0.496,0.5670000000000001,0.142
1.0,0.67,1.205,1.259,1.018,2.116,1.071,0.938,1.777,0.911,0.562,1.0979999999999999,0.375
1.0,0.7959999999999999,1.102,1.164,1.164,0.98,0.857,0.7959999999999999,1.653,1.531,0.612,1.102,0.306
1.0,0.8309999999999998,1.028,1.384,1.5819999999999999,1.384,1.305,0.87,1.683,0.752,0.593,0.593,0.119
1.0,0.588,0.588,0.705,1.41,1.528,1.528,1.293,1.839,0.823,0.117,0.705,0.117
1.0,1.043,2.045,1.002,1.3769999999999998,2.713,0.876,0.584,1.799,0.584,0.626,0.918,0.125
1.0,1.338,1.249,1.1150000000000002,1.338,1.917,0.892,1.07,1.681,0.758,0.713,0.936,0.312
1.0,0.53,2.472,0.883,0.883,1.942,1.765,0.53,1.801,0.0,0.53,0.706,0.177
1.0,1.058,2.116,1.058,1.058,0.882,0.882,1.411,1.63,0.706,1.058,0.882,0.353
1.0,0.281,2.806,1.4969999999999999,2.245,1.403,1.216,1.029,1.709,0.842,0.561,0.374,0.748
