class,PAAC14,PAAC1,PAAC8,PAAC20,PAAC11,PAAC2,PAAC10,PAAC28,PAAC3,PAAC19,PAAC7,PAAC5
1.0,0.6940000000000001,1.207,1.449,1.026,1.75,0.8449999999999999,1.177,1.7519999999999998,1.298,0.453,0.936,0.392
0.0,0.924,1.344,0.8399999999999999,1.26,1.848,0.924,1.68,1.644,1.008,0.588,0.672,0.504
1.0,0.6609999999999999,1.228,1.4169999999999998,0.6609999999999999,1.826,0.693,1.3219999999999998,1.651,1.511,0.409,0.944,0.409
1.0,0.5920000000000001,1.5919999999999999,0.629,1.184,2.48,0.925,0.888,1.734,1.147,0.703,0.888,0.14800000000000002
1.0,0.0,5.417999999999999,1.505,1.806,0.301,0.301,0.602,1.74,1.204,0.903,0.602,0.0
1.0,0.6659999999999999,1.212,0.975,1.331,1.7109999999999999,0.903,1.046,1.818,0.903,0.57,1.093,0.333
1.0,1.0759999999999998,1.021,0.938,1.628,1.986,0.745,1.324,1.7009999999999998,1.048,1.214,0.745,0.359
1.0,0.743,3.5010000000000003,1.506,1.506,1.867,1.506,0.403,1.758,0.339,0.509,0.191,0.255
1.0,0.917,1.501,1.334,1.501,2.752,0.778,0.917,1.769,0.556,0.917,0.556,0.361
1.0,1.347,1.102,0.882,1.347,1.788,0.955,1.029,1.787,0.8079999999999999,0.8079999999999999,0.465,0.343
1.0,0.753,1.694,1.082,1.624,2.165,0.871,1.3650000000000002,1.733,1.177,0.941,0.376,0.259
1.0,1.068,0.625,0.834,0.938,2.111,0.677,1.876,1.7719999999999998,1.016,1.329,0.495,0.313
0.0,1.278,0.789,0.977,1.053,1.805,0.677,0.977,1.75,0.677,0.677,0.752,0.338
1.0,1.012,0.9900000000000002,1.105,0.966,2.002,1.174,1.611,1.757,0.966,0.943,0.506,0.299
1.0,1.167,1.0,1.056,1.39,2.446,1.056,1.056,1.692,0.611,0.667,0.5,0.222
1.0,0.5770000000000001,2.037,1.358,1.63,2.003,0.917,0.713,1.827,0.5770000000000001,0.441,0.645,0.373
1.0,0.98,0.802,0.98,0.735,1.359,1.114,0.8690000000000001,1.72,1.493,0.49,0.78,0.178
1.0,0.5710000000000001,1.3670000000000002,2.246,2.051,1.021,0.684,0.931,1.78,0.616,0.638,0.706,0.376
1.0,1.247,0.7120000000000001,0.8909999999999999,0.623,1.425,0.98,0.98,1.781,0.7120000000000001,0.534,0.7120000000000001,0.178
1.0,1.021,1.216,0.948,1.313,2.383,0.973,0.924,1.702,0.657,0.462,0.876,0.268
1.0,0.271,1.725,0.947,1.319,1.759,0.947,0.879,1.808,0.778,0.541,0.7440000000000001,0.135
1.0,0.29,0.9950000000000002,0.814,1.213,1.955,1.104,0.9950000000000002,1.7309999999999999,0.959,0.38,1.43,0.217
1.0,0.47,0.805,1.275,0.939,2.3480000000000003,1.14,0.335,1.639,0.939,0.537,1.14,0.537
0.0,1.965,0.465,0.982,1.241,2.2230000000000003,0.517,1.4469999999999998,1.607,1.654,1.706,0.31,0.775
1.0,1.0859999999999999,1.046,1.127,0.764,1.247,0.8449999999999999,0.604,1.6219999999999999,1.81,0.362,1.0859999999999999,0.161
1.0,1.144,1.736,2.051,1.578,2.959,0.907,1.341,1.722,0.434,0.552,0.789,0.158
1.0,1.297,1.708,1.898,1.519,1.645,0.601,1.708,1.761,0.633,0.601,0.316,0.19
1.0,0.782,1.761,1.408,1.291,1.839,1.017,0.743,1.763,0.7040000000000001,0.861,0.509,0.078
1.0,0.753,1.683,1.4169999999999998,1.078,1.7269999999999999,1.019,0.6940000000000001,1.825,0.591,0.472,0.871,0.384
1.0,1.056,1.3630000000000002,1.056,1.193,1.329,1.125,0.682,1.683,0.647,0.511,0.511,0.375
1.0,0.395,1.853,1.1150000000000002,1.184,1.939,0.875,0.669,1.786,0.669,0.309,1.698,0.154
1.0,0.73,1.903,1.634,2.153,1.903,0.769,1.134,1.725,0.6729999999999999,0.365,0.461,0.211
1.0,0.618,1.723,0.861,0.817,1.59,0.994,1.016,1.834,0.994,0.883,0.795,0.221
1.0,0.8279999999999998,1.6219999999999999,0.881,1.146,1.833,1.058,1.445,1.78,0.7759999999999999,0.458,0.494,0.211
0.0,1.138,0.911,0.5920000000000001,0.911,1.593,0.911,1.684,1.784,1.002,0.455,1.138,0.046
1.0,0.7490000000000001,1.789,0.876,1.516,2.155,1.516,0.603,1.795,0.5660000000000001,0.5660000000000001,0.858,0.183
1.0,0.559,2.523,1.253,1.473,2.455,1.372,0.508,1.759,0.271,0.339,0.7959999999999999,0.237
1.0,1.042,1.259,0.955,1.172,1.824,1.042,1.042,1.74,0.608,0.695,0.695,0.391
1.0,1.372,1.203,0.265,0.746,2.382,0.313,1.973,1.724,1.492,0.962,1.203,0.337
1.0,0.397,1.3650000000000002,1.159,1.46,1.778,1.127,0.7140000000000001,1.745,1.19,0.413,1.143,0.238
1.0,1.087,1.268,1.2229999999999999,1.54,3.171,0.77,1.585,1.643,0.9960000000000002,0.544,0.77,0.7249999999999999
1.0,1.122,1.662,1.288,1.87,2.701,1.039,0.665,1.735,0.457,0.54,0.665,0.208
1.0,1.011,0.428,1.167,1.05,1.245,1.011,1.4,1.814,1.05,0.622,0.272,0.544
1.0,1.439,0.981,1.3730000000000002,1.635,2.681,0.8499999999999999,0.654,1.665,0.7190000000000001,0.785,0.392,0.589
1.0,0.8909999999999999,0.8909999999999999,1.215,1.458,1.174,1.093,1.093,1.799,0.769,0.486,0.486,0.203
0.0,0.234,1.222,0.546,0.858,2.47,1.144,0.754,1.822,0.884,0.39,1.56,0.182
1.0,0.683,1.716,1.144,1.462,2.066,1.065,1.017,1.763,0.62,0.397,0.604,0.366
1.0,0.424,1.611,1.017,1.187,2.289,0.8479999999999999,1.187,1.682,1.017,0.594,1.017,0.17
1.0,0.55,1.406,0.611,1.039,2.14,1.161,1.528,1.816,0.795,0.306,1.651,0.122
1.0,0.644,0.8740000000000001,0.69,0.92,2.07,1.104,1.058,1.714,1.334,0.598,0.8740000000000001,0.138
1.0,0.172,1.376,1.204,0.774,1.376,1.462,0.946,1.869,1.204,0.086,1.118,0.344
1.0,0.674,0.8429999999999999,0.969,1.053,1.812,0.927,1.138,1.838,1.18,0.716,0.885,0.084
1.0,0.772,1.263,0.877,1.1230000000000002,1.509,1.3690000000000002,0.632,1.781,0.386,0.456,0.772,0.035
1.0,0.7909999999999999,0.396,0.612,1.151,2.051,0.468,1.3670000000000002,1.801,1.835,0.468,0.899,0.144
1.0,0.818,1.193,1.253,1.167,1.4909999999999999,0.895,0.8519999999999999,1.76,0.886,0.6729999999999999,0.716,0.818
1.0,0.6409999999999999,1.053,0.915,1.556,1.465,1.144,1.053,1.866,1.007,0.504,0.5489999999999999,0.229
0.0,1.274,1.229,1.547,1.274,2.003,0.546,0.774,1.6030000000000002,1.411,1.3650000000000002,0.501,0.683
1.0,0.675,1.03,0.639,1.4909999999999999,2.059,1.207,0.817,1.719,0.746,0.426,0.355,0.213
1.0,0.977,1.402,0.595,1.062,1.911,0.977,0.552,1.732,0.7219999999999999,0.467,0.68,0.212
1.0,1.06,1.177,0.765,1.295,1.943,0.883,0.942,1.896,0.765,0.7070000000000001,0.765,0.294
1.0,0.928,1.393,1.702,0.774,2.167,0.774,2.167,1.76,0.155,1.547,0.155,0.0
1.0,1.524,1.551,1.524,1.257,2.433,0.909,1.016,1.6769999999999998,0.642,0.562,0.535,0.241
1.0,0.986,1.549,0.751,0.751,1.784,0.986,0.8449999999999999,1.839,0.8449999999999999,0.939,0.939,0.61
1.0,0.7909999999999999,1.779,0.633,1.028,2.333,1.147,0.672,1.678,0.633,0.396,1.147,0.277
1.0,0.467,2.453,1.051,0.9930000000000002,1.694,0.701,0.526,1.91,0.818,0.876,1.051,0.35
1.0,0.915,1.355,0.779,1.118,1.355,1.4569999999999999,0.474,1.786,0.508,0.474,0.373,0.068
1.0,1.176,1.5119999999999998,0.924,0.756,2.7710000000000004,1.176,0.588,1.795,0.504,0.504,1.008,0.42
0.0,1.3670000000000002,0.732,1.513,1.415,1.3670000000000002,0.537,1.025,1.7,1.22,1.5619999999999998,0.683,0.878
1.0,0.43700000000000006,1.601,0.5820000000000001,1.455,1.31,1.31,1.455,1.823,0.728,0.29100000000000004,0.5820000000000001,0.146
1.0,0.522,2.283,1.435,0.718,2.088,0.8479999999999999,0.8479999999999999,1.723,0.9790000000000002,0.653,1.696,0.261
1.0,0.913,1.749,1.4069999999999998,1.749,2.852,0.76,1.293,1.6869999999999998,0.913,0.7979999999999999,0.532,0.266
1.0,0.7440000000000001,2.667,0.8059999999999999,0.496,1.551,0.558,0.9920000000000002,1.852,0.868,0.868,0.8059999999999999,0.37200000000000005
1.0,0.7390000000000001,1.416,1.416,0.924,1.17,0.7390000000000001,0.8309999999999998,1.824,0.8,0.6459999999999999,0.893,0.215
1.0,0.6920000000000001,1.164,1.069,1.321,1.4780000000000002,1.195,0.6920000000000001,1.798,0.912,0.44,0.881,0.063
1.0,0.56,0.856,1.1190000000000002,1.448,1.4809999999999999,1.3159999999999998,0.954,1.72,0.6579999999999999,0.32899999999999996,1.0859999999999999,0.29600000000000004
1.0,0.557,1.1150000000000002,0.892,1.226,1.895,1.672,0.334,1.75,0.669,0.223,1.1150000000000002,0.223
1.0,1.732,2.425,1.155,1.328,1.848,0.982,0.52,1.734,0.751,0.5770000000000001,1.097,0.404
1.0,0.912,1.824,1.034,0.547,1.824,0.608,0.8509999999999999,1.7409999999999999,0.912,0.669,0.912,0.426
0.0,0.6409999999999999,1.085,1.479,1.183,1.183,0.6409999999999999,1.479,1.75,0.7390000000000001,0.986,0.542,0.14800000000000002
1.0,0.964,1.038,0.593,1.197,2.299,0.858,1.271,1.785,1.07,0.477,0.8479999999999999,0.32799999999999996
1.0,1.021,0.976,1.112,1.338,2.359,0.5670000000000001,1.089,1.696,1.202,0.34,1.429,0.272
1.0,0.929,1.125,0.675,1.135,1.966,0.8309999999999998,1.252,1.755,1.291,0.421,0.8309999999999998,0.254
1.0,1.037,1.027,0.465,0.962,2.291,0.767,1.459,1.7619999999999998,1.091,0.4970000000000001,0.897,0.378
1.0,0.822,1.209,1.064,0.653,2.056,0.943,1.016,1.715,0.871,0.484,1.766,0.242
1.0,0.629,1.06,1.193,1.126,1.325,1.126,0.762,1.835,0.928,0.364,0.4970000000000001,0.331
1.0,1.838,0.5660000000000001,0.5660000000000001,2.191,3.322,0.495,1.6969999999999998,1.791,0.353,0.636,0.7070000000000001,0.495
1.0,0.977,0.944,1.01,1.205,1.433,0.684,0.619,1.793,1.205,0.6509999999999999,0.586,0.293
1.0,0.379,1.517,1.391,1.517,1.391,0.632,1.138,1.658,1.897,0.126,1.77,0.0
1.0,1.405,1.788,1.15,1.533,2.3,0.256,2.172,1.878,0.511,0.511,0.511,0.894
0.0,0.424,1.271,0.8469999999999999,1.392,2.179,1.271,0.6659999999999999,1.783,1.2109999999999999,0.545,0.605,0.7259999999999999
1.0,0.743,0.5870000000000001,0.822,1.252,1.995,1.252,0.822,1.845,0.626,0.509,0.782,0.43
1.0,0.968,1.439,0.943,1.265,1.464,0.918,1.092,1.719,0.62,0.496,0.695,0.298
1.0,0.662,1.384,0.903,1.083,2.227,1.144,1.144,1.745,1.144,0.181,1.565,0.06
1.0,0.23,1.071,0.9950000000000002,1.301,2.296,1.3769999999999998,0.842,1.757,0.9950000000000002,0.23,0.765,0.153
1.0,0.953,0.5720000000000001,1.239,0.858,2.001,0.381,2.573,1.6869999999999998,1.906,0.858,0.953,0.381
1.0,0.623,1.4880000000000002,1.523,1.5919999999999999,2.077,1.177,1.212,1.824,0.5539999999999999,0.6920000000000001,0.519,0.346
1.0,0.8449999999999999,1.301,1.235,1.56,1.626,1.301,0.91,1.783,0.65,0.813,0.325,0.358
1.0,0.492,1.751,0.7659999999999999,1.751,2.189,1.259,0.492,1.733,0.219,0.274,1.149,0.492
1.0,0.159,3.256,1.43,1.43,1.7469999999999999,1.509,0.635,1.875,0.238,0.238,0.477,0.397
1.0,1.008,1.578,1.057,1.252,1.838,0.976,1.35,1.735,0.8299999999999998,0.569,0.6509999999999999,0.293
0.0,1.148,1.148,1.148,0.675,1.823,1.148,1.148,1.732,0.878,0.675,1.148,0.27
0.0,0.6729999999999999,1.335,1.062,1.114,2.376,0.978,0.904,1.749,0.6409999999999999,0.34700000000000003,0.746,0.379
1.0,0.162,2.032,0.65,2.113,2.357,0.975,0.731,1.7309999999999999,0.975,0.406,0.975,0.406
1.0,0.7140000000000001,1.18,1.07,1.043,1.976,0.686,1.29,1.821,0.7959999999999999,0.631,0.7959999999999999,0.412
1.0,0.622,1.966,1.507,1.802,1.835,1.605,0.557,1.793,0.36,0.59,0.524,0.196
1.0,0.578,2.891,1.735,1.7009999999999998,2.007,1.4969999999999999,0.408,1.813,0.34,0.476,0.442,0.272
1.0,1.094,2.371,1.581,1.641,2.128,0.912,1.277,1.817,0.365,0.365,0.79,0.182
1.0,0.415,1.7280000000000002,0.829,0.7259999999999999,2.211,1.555,0.415,1.845,0.6559999999999999,0.207,0.829,0.207
1.0,0.341,0.682,0.937,1.3630000000000002,1.874,1.022,1.3630000000000002,1.7719999999999998,1.534,0.256,1.619,0.17
1.0,1.555,1.124,1.181,1.469,2.045,0.778,1.267,1.7309999999999999,0.461,0.9790000000000002,0.605,0.28800000000000003
1.0,1.347,1.061,1.376,1.777,2.178,0.7170000000000001,1.2329999999999999,1.784,0.459,0.975,0.287,0.287
1.0,1.463,1.307,1.1210000000000002,1.37,2.117,0.809,1.245,1.685,0.436,1.245,0.374,0.374
0.0,1.0,1.0,0.514,0.865,2.189,0.8379999999999999,1.081,1.7519999999999998,1.189,0.703,0.649,0.324
1.0,0.902,0.947,0.451,0.9920000000000002,2.209,1.217,1.037,1.745,0.9920000000000002,0.406,1.127,0.18
1.0,0.882,1.218,0.672,1.008,1.553,1.218,0.8399999999999999,1.7919999999999998,0.336,0.546,0.882,0.084
1.0,0.765,1.703,0.66,1.077,1.494,0.938,0.904,1.764,0.452,0.313,0.834,0.069
1.0,0.685,1.992,1.494,1.245,1.743,1.556,0.12400000000000003,1.838,0.498,0.373,0.871,0.249
1.0,0.6559999999999999,1.575,1.313,0.919,1.7069999999999999,1.575,0.32799999999999996,1.775,0.32799999999999996,0.262,0.853,0.262
1.0,0.348,1.319,0.586,0.971,2.033,0.971,0.8429999999999999,1.807,0.824,0.201,1.319,0.165
1.0,0.7190000000000001,0.767,1.198,1.198,1.534,1.15,1.198,1.821,0.767,0.431,0.863,0.192
1.0,0.478,2.294,1.696,1.816,1.625,0.98,0.741,1.7009999999999998,0.7170000000000001,0.287,0.932,0.526
1.0,1.178,1.964,1.01,1.852,3.199,0.6729999999999999,1.234,1.706,0.6729999999999999,0.617,0.449,0.449
1.0,1.412,0.397,1.368,1.192,1.147,0.75,1.28,1.699,1.103,0.927,0.883,0.309
0.0,1.026,1.214,0.816,1.193,2.051,0.963,1.067,1.7619999999999998,0.858,0.795,0.7120000000000001,0.272
1.0,1.715,1.811,0.667,1.715,2.192,0.5720000000000001,1.048,1.75,1.048,0.381,0.953,0.28600000000000003
1.0,0.787,1.27,0.8590000000000001,0.895,1.95,0.948,1.074,1.769,1.3419999999999999,0.483,0.8409999999999999,0.143
1.0,1.266,1.878,2.123,2.041,2.776,0.898,1.021,1.692,0.408,0.327,0.408,0.408
1.0,0.17,1.527,1.485,1.145,2.333,0.763,0.976,1.5759999999999998,0.8479999999999999,0.17,1.103,0.297
1.0,0.501,2.035,1.327,1.784,1.327,1.091,0.8109999999999999,1.7309999999999999,0.619,0.7229999999999999,0.575,0.7229999999999999
1.0,0.736,1.041,1.193,1.168,1.3459999999999999,1.0659999999999998,1.016,1.855,0.66,0.5329999999999999,0.482,0.381
1.0,0.589,1.3630000000000002,1.105,1.289,2.136,0.6629999999999999,0.81,1.763,0.81,0.5529999999999999,0.7,0.405
1.0,0.772,0.7959999999999999,1.241,1.264,2.037,1.217,0.492,1.816,0.6559999999999999,0.772,0.7490000000000001,0.234
1.0,0.574,1.2440000000000002,1.052,1.626,2.009,0.861,0.957,1.579,0.574,0.765,0.478,0.67
1.0,1.545,2.544,0.909,1.636,2.272,1.0,1.272,1.635,0.545,0.363,0.454,0.273
0.0,0.949,0.648,0.4970000000000001,1.055,1.974,0.753,1.898,1.8,1.16,0.768,0.708,0.271
1.0,0.655,1.757,1.31,1.629,1.294,0.911,0.767,1.654,0.703,0.767,0.623,0.8469999999999999
1.0,0.9790000000000002,1.404,1.213,1.234,1.83,1.1909999999999998,0.936,1.714,0.596,0.7659999999999999,0.7229999999999999,0.319
1.0,0.7809999999999999,1.388,1.214,0.954,1.301,1.041,0.34700000000000003,1.989,0.6940000000000001,1.128,0.434,0.173
1.0,0.615,1.085,1.23,1.122,1.845,0.6509999999999999,0.977,1.7009999999999998,0.832,0.579,1.158,0.253
1.0,0.691,1.348,1.184,1.578,1.381,0.7229999999999999,1.315,1.68,0.7229999999999999,0.46,0.625,0.263
1.0,0.561,1.079,1.338,1.187,1.014,0.906,0.7340000000000001,1.755,1.036,0.41,1.251,0.302
1.0,0.8959999999999999,1.095,0.9950000000000002,0.6970000000000001,1.7919999999999998,1.493,0.498,1.766,0.498,0.597,1.095,0.498
1.0,0.369,1.94,1.016,2.263,1.94,0.924,0.138,1.768,0.277,0.231,1.801,0.138
1.0,1.225,1.139,1.053,1.16,1.784,1.031,0.945,1.694,0.731,0.752,0.516,0.193
1.0,1.035,1.16,0.784,1.411,1.976,0.815,1.254,1.693,0.941,0.7209999999999999,0.69,0.7209999999999999
0.0,1.166,1.516,1.399,1.399,3.148,0.816,0.233,1.618,0.233,0.233,1.049,0.35
1.0,0.8359999999999999,1.227,1.133,1.187,2.131,0.877,0.9980000000000002,1.777,0.755,0.472,1.025,0.378
1.0,1.042,0.9920000000000002,1.091,0.9920000000000002,1.438,0.595,1.339,1.712,0.794,0.8429999999999999,0.446,0.446
1.0,0.752,1.567,0.93,1.2229999999999999,1.949,1.1210000000000002,0.981,1.758,0.93,0.331,0.7390000000000001,0.446
1.0,0.963,0.872,0.926,1.181,2.361,0.581,1.308,1.808,0.926,0.981,0.654,0.418
1.0,0.472,1.653,2.125,1.023,1.338,0.866,1.102,1.76,0.787,0.551,0.787,0.551
1.0,0.682,1.4269999999999998,1.157,1.141,2.584,0.999,0.888,1.774,0.6659999999999999,0.333,0.824,0.254
1.0,0.382,1.4769999999999999,1.205,1.069,1.426,0.887,0.908,1.6969999999999998,0.339,0.471,1.528,0.13600000000000004
1.0,0.485,0.981,1.548,0.919,1.1150000000000002,0.939,0.485,1.685,0.733,0.8259999999999998,0.7020000000000001,2.003
1.0,0.7209999999999999,0.7209999999999999,1.236,0.927,0.7209999999999999,1.339,1.03,1.784,0.412,0.412,0.412,0.103
1.0,0.69,1.035,1.449,0.69,1.518,1.2420000000000002,1.2420000000000002,1.844,0.414,0.276,0.759,0.414
0.0,0.842,0.491,0.913,1.053,1.895,0.842,1.685,1.785,1.193,0.491,1.193,0.14
1.0,0.789,1.435,1.148,1.793,1.0759999999999998,1.0759999999999998,0.789,1.704,0.502,0.43,0.43,0.215
1.0,1.142,0.879,0.703,1.23,0.7909999999999999,0.703,2.109,1.854,0.703,0.527,0.879,0.264
1.0,1.217,1.327,4.093,1.1059999999999999,1.217,1.327,0.664,1.87,0.664,0.5529999999999999,0.5529999999999999,0.0
1.0,0.7979999999999999,1.33,2.181,1.49,1.33,0.6920000000000001,0.585,1.815,0.479,0.426,0.745,0.532
1.0,0.817,0.966,0.669,1.189,1.263,0.594,1.412,1.76,2.526,0.669,0.149,0.297
1.0,0.473,1.507,0.861,1.593,1.765,0.6459999999999999,0.947,1.678,0.904,0.172,1.162,0.301
1.0,0.128,3.132,1.3419999999999999,1.023,2.6210000000000004,1.982,0.064,1.821,0.064,0.128,0.575,0.064
1.0,0.445,1.381,1.755,1.474,1.661,1.053,0.655,1.781,0.7249999999999999,0.491,0.772,0.398
1.0,0.757,2.929,1.6159999999999999,1.111,0.858,1.06,0.454,1.855,0.959,1.3630000000000002,1.06,0.101
1.0,0.764,1.222,1.273,1.7819999999999998,2.138,1.069,0.662,1.778,0.204,0.407,0.865,0.509
0.0,0.949,0.767,0.767,1.095,2.227,0.767,1.3869999999999998,1.6369999999999998,2.336,0.73,0.876,0.256
1.0,0.7390000000000001,1.617,0.7390000000000001,0.462,1.894,1.525,0.693,1.611,0.601,0.277,0.924,0.508
1.0,0.642,1.405,1.124,1.124,2.597,1.004,0.937,1.764,0.75,0.5760000000000001,1.178,0.455
1.0,0.804,1.3219999999999998,1.374,0.985,1.166,1.3219999999999998,0.7,1.704,0.493,0.752,0.674,0.207
1.0,0.877,1.286,1.549,1.3730000000000002,1.52,1.198,0.877,1.743,0.731,0.438,0.555,0.263
1.0,0.579,1.014,1.506,0.956,1.6219999999999999,0.782,0.8399999999999999,1.763,0.956,0.8690000000000001,0.724,0.29
1.0,1.59,0.8329999999999999,1.287,1.7409999999999999,1.3630000000000002,0.8329999999999999,1.665,1.635,0.606,0.454,0.757,0.151
1.0,0.906,0.937,1.218,1.187,2.217,0.43700000000000006,0.999,1.724,1.062,1.031,0.687,0.312
1.0,0.677,1.49,1.815,0.894,1.381,0.867,0.812,1.809,1.056,0.623,0.596,0.19
1.0,0.7340000000000001,1.376,1.285,1.101,1.866,0.795,0.9790000000000002,1.766,1.009,0.703,0.8259999999999998,0.275
1.0,0.481,1.314,1.624,1.646,1.283,1.122,0.844,1.774,0.513,0.235,0.438,0.492
0.0,1.18,0.978,0.652,1.2420000000000002,2.096,1.009,1.32,1.834,0.963,0.528,0.73,0.311
1.0,1.08,0.907,0.579,0.965,2.422,0.531,1.843,1.716,1.264,0.762,0.579,0.232
1.0,1.29,1.558,1.182,1.773,1.827,0.322,1.3430000000000002,1.6669999999999998,1.827,0.8059999999999999,1.021,0.484
1.0,0.438,1.59,1.891,1.288,1.507,0.987,0.877,1.751,0.713,0.5760000000000001,0.5479999999999999,0.192
1.0,0.746,1.167,1.33,1.073,1.446,0.746,1.12,1.777,1.05,0.653,0.373,0.187
1.0,0.508,1.162,0.955,1.421,1.671,1.048,0.8409999999999999,1.758,0.8509999999999999,0.457,0.882,0.301
1.0,0.52,0.91,0.8359999999999999,1.208,2.211,0.817,1.152,1.723,1.133,0.316,1.003,0.334
1.0,0.403,1.093,1.409,1.5819999999999999,1.5819999999999999,1.409,0.69,1.831,0.633,0.604,0.7190000000000001,0.489
1.0,0.837,0.601,1.229,0.837,1.438,0.601,1.517,1.746,1.229,0.889,0.471,0.183
1.0,1.269,1.1,1.015,0.93,1.861,0.761,1.015,1.5959999999999999,0.761,0.677,0.761,0.254
1.0,0.8449999999999999,1.449,0.906,1.509,1.6909999999999998,0.906,0.966,1.704,0.785,0.362,0.5429999999999999,0.5429999999999999
0.0,1.291,0.807,0.968,1.291,2.0980000000000003,0.807,0.968,1.672,0.6459999999999999,0.403,0.6459999999999999,0.161
1.0,0.564,1.128,1.48,0.775,1.48,1.339,0.564,1.753,0.564,0.493,0.564,0.493
1.0,0.82,1.124,1.61,1.124,2.278,0.7290000000000001,0.8499999999999999,1.734,0.6679999999999999,0.82,0.486,0.152
1.0,1.155,0.963,1.22,1.284,2.279,1.091,1.22,1.672,0.578,0.802,0.674,0.642
1.0,0.787,1.933,1.36,1.45,2.005,1.11,0.626,1.7169999999999999,0.322,0.322,0.823,0.412
1.0,0.9,1.539,1.568,1.045,1.568,0.842,0.813,1.858,1.394,0.29,0.784,0.087
1.0,0.462,1.23,0.813,1.054,2.206,0.963,0.91,1.821,0.6629999999999999,0.249,1.489,0.234
1.0,0.11,1.545,1.103,0.883,1.545,1.655,0.883,1.878,1.324,0.772,0.9930000000000002,0.883
1.0,0.949,0.8259999999999998,0.765,0.9790000000000002,1.561,0.888,0.7959999999999999,1.795,1.041,0.765,0.949,0.276
1.0,0.736,1.904,1.688,1.515,1.125,0.931,0.952,1.664,0.931,0.26,1.58,0.086
1.0,0.547,1.023,1.545,1.007,1.254,1.138,0.805,1.743,1.023,0.534,0.6779999999999999,1.36
0.0,1.289,1.208,1.128,1.128,1.853,1.047,0.564,1.847,0.403,0.644,0.7249999999999999,0.564
1.0,0.7340000000000001,1.257,1.1909999999999998,1.422,1.945,0.893,1.1909999999999998,1.743,0.86,0.529,0.814,0.285
1.0,1.261,0.938,0.7040000000000001,0.879,1.935,0.821,0.616,1.761,1.085,0.821,0.586,0.235
1.0,0.883,1.961,1.767,1.034,3.555,0.8399999999999999,0.6890000000000001,1.669,0.754,0.453,0.8399999999999999,0.603
1.0,0.71,1.087,0.921,1.208,2.764,0.8379999999999999,1.08,1.7409999999999999,0.884,0.37,0.8009999999999999,0.529
1.0,0.43,1.434,1.72,0.86,1.864,1.72,0.573,1.7169999999999999,0.43,0.143,0.7170000000000001,0.7170000000000001
1.0,0.483,1.4969999999999999,1.159,1.207,2.077,1.111,0.821,1.81,0.7249999999999999,0.386,1.063,0.8690000000000001
1.0,0.484,0.32299999999999995,0.968,1.291,1.937,1.291,1.13,1.557,0.32299999999999995,0.6459999999999999,0.484,0.484
1.0,0.29600000000000004,1.334,1.482,0.889,1.482,1.185,0.741,1.771,0.444,1.037,0.593,0.741
1.0,0.585,0.975,0.91,1.625,1.3,1.17,1.105,1.669,0.8449999999999999,0.325,0.715,1.04
1.0,0.551,2.616,1.17,1.239,1.583,1.17,0.964,2.012,0.62,0.482,0.688,0.413
0.0,0.764,1.4409999999999998,0.895,1.179,2.03,1.004,1.2440000000000002,1.7369999999999999,1.222,0.742,1.266,0.306
0.0,0.5870000000000001,1.3419999999999999,0.503,0.6709999999999999,2.433,1.175,1.259,1.744,0.755,0.336,1.426,0.0
1.0,0.778,1.124,0.951,0.865,1.643,1.585,0.605,1.789,0.8359999999999999,0.634,0.375,0.259
1.0,1.179,1.105,1.069,1.142,1.916,0.8469999999999999,1.069,1.865,0.7,0.59,0.626,0.479
1.0,0.8509999999999999,1.048,1.113,0.753,1.538,1.4069999999999998,1.08,1.774,0.8509999999999999,0.491,0.36,0.327
1.0,1.329,1.351,0.62,1.063,2.703,0.642,1.196,1.725,1.285,0.5539999999999999,1.218,0.487
1.0,0.503,2.681,1.313,1.019,1.871,1.634,0.433,1.78,0.14,0.447,0.363,0.084
1.0,0.675,2.0980000000000003,0.985,1.4769999999999999,2.043,1.186,0.839,1.719,0.784,0.511,0.42,0.091
1.0,0.7390000000000001,0.693,0.878,0.924,1.571,0.601,1.247,1.789,0.693,0.7390000000000001,0.97,0.092
1.0,0.626,1.074,0.8499999999999999,0.895,1.7,0.805,1.253,1.7269999999999999,0.6709999999999999,0.939,0.537,0.045
1.0,0.903,0.762,0.762,1.063,1.946,1.084,1.063,1.847,0.903,0.482,0.983,0.462
1.0,0.745,1.139,1.139,1.621,1.533,0.701,1.314,1.793,0.526,0.701,0.526,0.263
0.0,0.879,1.139,1.219,1.339,1.779,0.779,0.759,1.685,0.56,0.619,1.039,0.22
1.0,1.303,1.62,1.549,2.042,2.429,0.7040000000000001,1.3730000000000002,1.565,0.669,0.7390000000000001,0.669,0.35200000000000004
1.0,0.88,1.163,1.132,1.069,1.887,0.755,0.849,1.756,0.88,0.7859999999999999,0.755,0.094
1.0,0.839,1.818,1.026,0.792,1.818,1.026,1.305,1.758,0.886,0.6990000000000001,0.886,0.28
1.0,0.755,1.251,1.472,1.3650000000000002,1.525,0.9840000000000002,0.61,1.7269999999999999,0.747,0.74,0.633,0.938
1.0,0.8409999999999999,0.906,1.553,1.4880000000000002,2.006,1.035,0.5820000000000001,1.7309999999999999,0.8409999999999999,0.518,0.647,0.518
1.0,0.297,1.998,1.881,0.795,1.463,1.394,0.32899999999999996,1.708,0.244,0.519,1.526,0.186
