class,TW,HM,IQ,RS,PE,MM,DA,AW,PQ,WD,AI,QA,EP,EW,GA,MD,HC,VS,QW,LD,TD,AE,QR,PP,MH,MR,LT,VC,FE,AA,HD,YM,WT,QT
0.0,0.6666666667,1.1111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6060606061,0.0,0.0,0.0,0.7407407407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.4830917874,0.0,0.7936507937,0.0,0.0,0.0,0.0,0.3220611916,0.3571428571,0.0,0.2743484225,0.0,0.0,0.0,0.0,1.8181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.4115226337,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.5714285714,0.0,0.0,0.3460207612,0.9523809524,0.2267573696,0.5952380952,0.0,0.0,0.6802721088,0.0,0.7936507937,0.0,0.0,0.0,3.3333333332999997,0.1700680272,0.0,0.0,0.0,0.0,0.6944444444,0.0,0.0,0.0,2.5,0.0,0.9070294785,0.0,1.4705882353,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0204081633,0.7326007326,1.2987012987,0.0,0.380952381,0.6802721088,0.0,0.0,0.4329004329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4285714286000002,0.0,0.0,0.6802721088,0.0,0.0,0.0,0.0
0.0,0.1291989664,0.0,0.15306122449999998,0.0,0.0,0.0,0.09803921569999999,0.2735978112,0.2304147465,0.0581395349,0.1120448179,0.0,0.0,0.0,0.057670126900000014,0.3571428571,0.0909090909,0.0,0.16611295679999996,0.375,0.1388888889,0.0,0.0,0.0,0.0,0.0,0.0,0.5217391304,0.0,0.30757401,0.1136363636,0.0,0.0,0.1984126984
0.0,0.0,0.0,0.1028983022,0.1420454545,0.0829187396,0.2163331531,0.0829938132,0.1773049645,0.0304599452,0.0675447484,0.080457715,0.1302648719,0.0,0.1322751323,0.0559910414,0.0824674254,0.0,0.0,0.0971817298,0.1636661211,0.0494804552,0.2364066194,0.185528757,0.066830029,0.0407996736,0.0,0.0894454383,0.0,0.0992063492,0.1131733816,0.1866368048,0.0,0.1107419712,0.04746084480000001
0.0,0.2288329519,0.0,0.4385964912,0.0,0.0,0.0,0.0,0.5997001499,0.2380952381,0.0,0.499092559,0.1149425287,0.0,0.5434782609000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5102040816,1.1904761904999999,0.0,0.0,0.0,0.0,0.2378121284,0.0,0.0,0.2288329519,0.0
0.0,0.0,0.1201923077,0.103950104,0.145137881,0.2775208141,0.09765625,0.1849112426,0.1861042184,0.10911074740000001,0.1240694789,0.1559251559,0.1479289941,0.0,0.0,0.3496503497,0.0,0.0,0.0,0.0,0.0,0.1240694789,0.08361204009999999,0.2958579882,0.1358080579,0.1201923077,0.0,0.0,0.0,0.0,0.1109467456,0.2218934911,0.0,0.0,0.0
0.0,0.5434782609000001,0.0,0.0,0.0,0.0,1.0,0.5,0.4347826087,0.0,0.0543478261,0.3773584906,0.0,0.0,0.4347826087,0.0,0.25,0.0,0.0,0.0,0.0,0.4166666667,0.0,0.0,0.0,0.16393442619999998,0.0,0.0,0.0,0.0,0.0,0.2254098361,0.0,0.3623188406,0.0
0.0,0.0,0.0,0.3968253968,0.0,0.0,0.2770083102,0.0,0.826446281,0.0,0.0,0.3246753247,0.0,0.0,1.1363636364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.826446281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2820512820999999,0.0,0.0,0.2403846154,0.0,0.0,0.0,0.8547008547,0.5208333332999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8310249306999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0841750842,0.0,0.4147812971,0.0,0.0,0.3826530612,0.3139717425,0.185528757,0.0,0.0,0.2801120448,0.1569858713,0.4807692308,0.0,0.0868432479,0.0,0.0,0.3663003663,0.0874125874,0.0,0.0,0.5102040816,0.0,0.4437869822,0.0,0.0,0.0,0.5698005697999999,0.0,0.16659725109999998,0.0,0.0,0.1683501684,0.2136752137
0.0,0.3088803089,0.0,0.2508361204,0.2314814815,0.0,0.0,0.0,0.0,0.0,0.0900900901,0.2218934911,0.0,0.0,0.0,0.1424501425,0.0,0.0,0.2645502646,0.3525264395,0.3703703704,0.2857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.4464285714,0.0,0.5917159763000001,0.4444444444,0.0,0.1544401544,0.248447205
0.0,0.0,0.0,0.5882352941,0.0,0.0,0.0,0.0,0.3663003663,0.0,0.0,0.2801120448,1.9047619048,0.0,0.0,0.0,0.0,0.0,1.3333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2267573696,0.0,0.0,0.0,1.1111111111
0.0,0.1100628931,0.0295159386,0.0257731959,0.0,0.0,0.06456611570000001,0.0297000297,0.0915750916,0.0,0.0675675676,0.0412087912,0.13594652769999999,0.0,0.0,0.0935234978,0.0614250614,0.0530082163,0.0418060201,0.1030927835,0.0,0.0637429883,0.0,0.0,0.12494793840000003,0.0295159386,0.0,0.0615258409,0.0,0.0,0.1207583625,0.08775008779999999,0.0,0.0471698113,0.0486286715
0.0,0.1509661836,0.0350631136,0.0363372093,0.0,0.0,0.0,0.0610500611,0.1929012346,0.0,0.1068376068,0.0868055556,0.1291989664,0.0,0.0,0.0936329588,0.17724211269999998,0.0754830918,0.030111412200000007,0.0322997416,0.0,0.0,0.0,0.0,0.1033057851,0.0,0.0,0.0,0.135501355,0.0,0.0,0.1433349259,0.0,0.0301932367,0.1516683519
0.0,0.0,0.0,0.2564102564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1960784314,0.0,0.4545454545000001,0.0,0.0,0.0,0.0,1.1904761904999999,0.0,0.0,0.390625,0.0,0.0,0.4132231405,0.0,0.0,0.5681818182,0.0,0.0,0.6920415225,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2840909091,0.0,0.0,0.0,0.0,0.0,0.0,1.0204081633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.390625,0.0,0.0,0.8888888889,0.0
0.0,0.3246753247,0.0,0.2403846154,0.0,0.0,0.2267573696,0.5291005290999999,0.3401360544,0.0,0.3968253968,0.1984126984,0.3663003663,0.0,0.0,0.1831501832,0.176366843,0.4411764706,0.0,0.1373626374,0.0,0.0,0.0,0.0,0.0,0.2380952381,0.0,0.0,0.0,0.0,0.2267573696,0.2777777778,0.3663003663,0.1623376623,0.5244755244999999
0.0,0.0,0.3267973856,0.1223990208,0.1550387597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14619883039999998,0.2114164905,0.4385964912,0.0,0.0,0.0,0.350877193,0.0,0.0,0.0,0.0,0.2392344498,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.176366843,0.0,0.0,0.3846153846,0.2267573696,0.4545454545000001,0.0,0.0,0.4545454545000001,0.4285714286,0.0,0.0,0.3846153846,0.2702702703,0.8658008657999999,0.4444444444,0.0,1.5384615385,0.0,0.0,0.3846153846,0.0,0.5,0.0,0.0,0.8333333333,1.2,0.3076923077,0.0,0.1683501684,0.0,0.0,0.0
0.0,0.2164502165,0.0,0.2506265664,0.0,0.0,0.0,0.10855405990000001,0.0644745326,0.0,0.1546072975,0.11198208289999999,0.1013171226,0.0,0.0,0.1467351431,0.1569858713,0.0,0.0,0.0,0.2148227712,0.1457725948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3168854685,0.1316655695,0.0,0.1082251082,0.0
0.0,0.0,0.5263157895000001,0.2673796791,0.0,0.0,0.0,0.0,0.0,0.0,0.2747252747,0.2525252525,0.10893246190000001,0.0,0.0,0.8714596949999999,0.0,0.0,0.0877192982,0.0,0.0,0.0,0.0,0.39215686270000005,0.0,0.2631578947,0.0,0.9090909091,0.0,0.0,0.13717421119999998,0.4048582996,0.8333333333,0.0,0.0
0.0,0.1277139208,0.6085192697999999,0.0,0.0,0.0,0.2378121284,0.0,0.0,0.0,0.0,0.2380952381,0.2150537634,0.0,0.0,0.0,0.0,0.0,0.2604166667,0.4449388209,0.0,0.0,0.0,0.1792114695,0.0,0.4056795132,0.0,0.0,0.1116071429,0.0,0.0,0.0,0.0,0.1277139208,0.35842293909999995
0.0,0.0,0.3722084367,0.1388888889,0.0,0.0,0.0,0.6993006993,0.3787878788,0.5128205128,0.0,0.5681818182,0.1515151515,0.0,0.0,0.1515151515,0.4962779156,0.0,0.0,0.2777777778,0.0,0.0,0.0,0.0,0.0,0.1240694789,0.0,0.0,0.0,0.0,0.2066115702,0.2958579882,0.0,0.78125,0.2083333333
0.0,0.2070393375,0.0,0.0,0.0,0.0,0.5,0.0,0.4140786749,0.3401360544,0.0,0.0,0.0,0.0,0.4830917874,0.0,0.0,0.0,0.0,0.3105590062,0.0,0.0,0.0,0.0,0.2267573696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3460207612,0.0,0.0,0.0,0.5882352941,0.0,0.0,0.0,0.0,0.0,0.3676470588
0.0,0.0778951013,0.0622056341,0.017523876299999998,0.0338753388,0.09956192750000001,0.061471211,0.0820209974,0.0445699005,0.08516980730000001,0.0458595388,0.0627133998,0.0467763312,0.05973715650000001,0.0174703005,0.0274674968,0.0573921028,0.0840053763,0.0554323725,0.056043340199999986,0.0801282051,0.0637104995,0.1166520852,0.0825082508,0.0346860909,0.0444325958,0.0229568411,0.0705716302,0.0,0.07824726129999998,0.07440014879999998,0.0522700119,0.0,0.034620045,0.0726678172
0.0,0.2604166667,0.0,0.1299545159,0.0,0.0,0.0,0.0587544066,0.08445945949999999,0.3395585739,0.0679347826,0.16683350019999998,0.0,0.0,0.0,0.2702702703,0.08695652169999998,0.165471594,0.1696832579,0.0,0.0,0.1811594203,0.0,0.0,0.1040582726,0.1632653061,0.0,0.0,0.103950104,0.0,0.219138057,0.0887311446,0.0,0.2604166667,0.0
0.0,0.0948316738,0.0,0.13082155939999998,0.0,0.0,0.0,0.078369906,0.15124016939999999,0.1114827202,0.1063264221,0.0527797326,0.0884173298,0.1358695652,0.0,0.2028397566,0.1082251082,0.2915451895,0.0453720508,0.179937022,0.0,0.2047502048,0.32327586210000003,0.0,0.0945179584,0.1275510204,0.0,0.0,0.1611170784,0.0,0.0594530321,0.0811688312,0.2747252747,0.1422475107,0.1386001386
0.0,0.0522648084,0.0647773279,0.11566042100000003,0.0,0.0,0.023668639100000007,0.1192605844,0.16611295679999996,0.0,0.1098901099,0.14202023789999998,0.0,0.11764705880000002,0.1680672269,0.0553709856,0.0197238659,0.1002506266,0.0858737656,0.0432900433,0.0915750916,0.015634771699999998,0.0,0.0,0.16,0.016194331999999995,0.0,0.1306620209,0.0311235605,0.12515644560000003,0.0540832883,0.0674763833,0.0,0.0871080139,0.036954915
0.0,0.0,0.0,0.6172839506000001,0.0,0.0,0.0,0.0,0.0,1.1904761904999999,0.0,0.8547008547,0.0,0.0,0.0,0.0,0.0,3.75,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.5625,0.0,0.0,0.0,0.0,0.5917159763000001,0.0,0.0,0.0,1.6666666666999999
0.0,0.0,0.0,0.2849002849,0.0,0.0,0.0,0.0,0.0,1.2820512820999999,0.0,0.0,0.0,0.0,0.8333333333,0.0,0.0,0.9803921569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5347593583000001,0.0,0.0,0.0
0.0,0.0,0.0,0.156128025,0.2164502165,0.0,0.1890359168,0.328407225,0.0,0.0,0.1149425287,0.0,0.0,0.9523809524,0.0,0.0,0.0,0.641025641,0.2272727273,0.0,0.0,0.1112347052,0.0,0.0,0.0,0.1207729469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4608294931
0.0,0.1171875,0.0,0.0529100529,0.07936507940000001,0.0,0.0330578512,0.04232804230000001,0.0198412698,0.0,0.0666666667,0.0705467372,0.0,0.0,0.1209677419,0.0933706816,0.1212121212,0.0616776316,0.0233426704,0.0,0.0666666667,0.1041666667,0.102406554,0.0,0.1893491124,0.08522727269999998,0.0,0.0,0.1547987616,0.0,0.0,0.0625,0.0,0.078125,0.0
0.0,0.4464285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0416666667,0.0,0.3571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4166666667,0.0,0.0,0.0
0.0,0.3759398496,0.0,0.0,0.0,0.0,1.2345679012,0.0,0.0,0.0,0.0,1.1594202899,0.0,0.0,0.0,0.0,0.0,0.5208333332999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78125,0.0,0.8888888889,0.5952380952,0.0,0.0,0.7518796991999999
0.0,0.0841750842,0.0,0.0524521374,0.0,0.0,0.1680319261,0.07390982999999998,0.1683501684,0.1060445387,0.135501355,0.0814597589,0.110864745,0.1207729469,0.0,0.0531632111,0.0353481796,0.0840336134,0.039745628,0.0903342367,0.1318391562,0.22172949,0.0,0.0,0.0,0.1278772379,0.0,0.0,0.0840336134,0.0957854406,0.0688705234,0.2152080344,0.0,0.0420875421,0.22172949
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5208333332999999,0.78125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0287026406,0.0399840064,0.1289371892,0.0,0.2051282051,0.1487209994,0.0701754386,0.07855459539999998,0.08406893650000001,0.1393034826,0.17740981670000003,0.086281277,0.1025641026,0.0,0.0923361034,0.0650406504,0.0,0.060864272699999986,0.0734034744,0.0,0.0769230769,0.0701754386,0.0,0.1972386588,0.0599760096,0.0,0.0,0.073313783,0.0769230769,0.1538935057,0.174863388,0.0,0.0287026406,0.1891551072
0.0,0.1831501832,0.0330687831,0.15756302519999998,0.0,0.0,0.1007810532,0.12437810949999997,0.1068376068,0.037202381,0.0,0.0612745098,0.1240079365,0.0,0.0,0.0,0.2132196162,0.1262626263,0.2732240437,0.0,0.0,0.1066098081,0.0,0.1623376623,0.0434027778,0.0992063492,0.0,0.0,0.0,0.0,0.1157407407,0.0621890547,0.0,0.1373626374,0.0425170068
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3663003663,0.0,0.4545454545000001,0.0,0.0,0.5555555556,0.0,0.0,0.0,0.0,0.4807692308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.1538461538,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1363636364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5384615385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.1046572475,0.3144654088,0.138427464,0.0,0.0,0.1736111111,0.153256705,0.0703729768,0.1245847176,0.0907029478,0.0410509031,0.3207698476,0.1275510204,0.1457725948,0.1231527094,0.2777777778,0.0539083558,0.09652509649999999,0.1898433792,0.1111111111,0.1709401709,0.0,0.16611295679999996,0.2551020408,0.0,0.0,0.0,0.2040816327,0.0,0.0,0.1257861635,0.0,0.209314495,0.1788908766
0.0,0.0,0.0,1.1363636364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.3289473684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78125,0.0,0.0,0.0,0.0,0.5681818182,1.4705882353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625
0.0,0.0710732054,0.1012145749,0.1377410468,0.0,0.0,0.2770083102,0.17825311940000002,0.0452284034,0.0,0.08779631259999998,0.1377410468,0.0,0.0,0.0597014925,0.0344352617,0.11609907119999997,0.0894454383,0.08169934639999998,0.0452284034,0.0,0.0466853408,0.0,0.0,0.0,0.0506072874,0.0,0.2164502165,0.0,0.0,0.0,0.084841629,0.1879699248,0.09476427390000002,0.09620009619999997
0.0,0.7936507937,0.0,0.2747252747,0.0,0.0,0.30864197530000004,0.3448275862,0.0,0.0,0.0,0.4105090312,0.3978779841,0.0,0.0,0.0,0.0,0.0,0.30395136780000004,0.4120879121,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2378121284,0.0,0.462962963,0.5952380952,0.8547008547
0.0,0.0,0.0,0.2298850575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2652519894,0.0,0.0,0.0,0.5917159763000001,0.0,0.0,0.0,0.6666666667,0.0,0.5,0.0,0.0,1.5306122449,0.0,0.0,0.0,1.0204081633,0.0,0.0,0.2941176471,0.0,0.0,0.0
